,Survey_Date,State_FIPS,County_FIPS,Region_Code,Division_Code,County_Name,1_unit_Bldgs,1_unit_Units,1_unit_Value,2_units_Bldgs,2_units_Units,2_units_Value,3-4_units_Bldgs,3-4_units_Units,3-4_units_Value,5+_units_Bldgs,5+_units_Units,5+_units_Value,1_unit_rep_Bldgs,1_unit_rep_Units,1_unit_rep_Value,2_units_rep_Bldgs,2_units_rep_Units,2_units_rep_Value,3-4_units_rep_Bldgs,3-4_units_rep_Units,3-4_units_rep_Value,5+units_rep_Bldgs,5+units_rep_Units,5+units_rep_Value
604,201612,48,119,3,7,Delta County                  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,201612,48,135,3,7,Ector County                  ,459,459,99125381,0,0,0,2,7,980000,9,92,7039541,84,84,17647160,0,0,0,2,7,980000,0,0,0
606,201612,48,139,3,7,Ellis County                  ,1445,1445,263851377,1,2,264073,1,3,166000,0,0,0,1438,1438,262324693,1,2,264073,1,3,166000,0,0,0
607,201612,48,141,3,7,El Paso County                ,2217,2217,533419055,45,90,8489095,18,71,6429857,77,674,95824494,2196,2196,531543489,45,90,8489095,18,71,6429857,77,674,95824494
608,201612,48,157,3,7,Fort Bend County              ,9708,9708,1263479885,10,20,2884162,0,0,0,31,489,42325418,1556,1556,490279513,9,18,2700000,0,0,0,18,371,33347140
609,201612,48,167,3,7,Galveston County              ,2322,2322,539869344,0,0,0,0,0,0,2,32,1761691,1882,1882,451427250,0,0,0,0,0,0,0,0,0
610,201612,48,185,3,7,Grimes County                 ,38,38,3969993,0,0,0,0,0,0,0,0,0,35,35,3684744,0,0,0,0,0,0,0,0,0
611,201612,48,187,3,7,Guadalupe County              ,903,903,203473843,0,0,0,0,0,0,0,0,0,903,903,203473843,0,0,0,0,0,0,0,0,0
612,201612,48,193,3,7,Hamilton County               ,4,4,299500,0,0,0,0,0,0,0,0,0,1,1,25000,0,0,0,0,0,0,0,0,0
613,201612,48,195,3,7,Hansford County               ,9,9,1160750,0,0,0,0,0,0,0,0,0,2,2,220000,0,0,0,0,0,0,0,0,0
614,201612,48,201,3,7,Harris County                 ,15520,15520,2876544426,42,84,10807442,6,24,3853248,147,6904,777303606,15421,15421,2808768005,40,80,10662442,6,24,3853248,147,6904,777303606
615,201612,48,211,3,7,Hemphill County               ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,201612,48,215,3,7,Hidalgo County                ,2975,2975,535259498,79,158,10646073,126,498,26541536,37,1043,78183483,2642,2642,475714038,72,144,9938668,126,498,26541536,36,1035,77729602
617,201612,48,233,3,7,Hutchinson County             ,0,0,0,0,0,0,0,0,0,1,5,536458,0,0,0,0,0,0,0,0,0,0,0,0
618,201612,48,251,3,7,Johnson County                ,512,512,106515888,6,12,805000,0,0,0,8,222,17278885,496,496,102934430,6,12,805000,0,0,0,8,222,17278885
619,201612,48,257,3,7,Kaufman County                ,447,447,88622301,2,4,160000,0,0,0,0,0,0,429,429,85797204,2,4,160000,0,0,0,0,0,0
620,201612,48,259,3,7,Kendall County                ,237,237,67691080,0,0,0,0,0,0,13,288,21310001,222,222,63078468,0,0,0,0,0,0,13,288,21310001
621,201612,48,271,3,7,Kinney County                 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,201612,48,281,3,7,Lampasas County               ,45,45,6075923,0,0,0,0,0,0,0,0,0,45,45,6075923,0,0,0,0,0,0,0,0,0
623,201612,48,291,3,7,Liberty County                ,456,456,65782718,0,0,0,0,0,0,0,0,0,456,456,65782718,0,0,0,0,0,0,0,0,0
624,201612,48,303,3,7,Lubbock County                ,1191,1191,281822407,54,108,13032784,5,15,2008125,87,1431,154006917,938,938,217293536,47,94,11866700,5,15,2008125,74,1227,140091012
625,201612,48,323,3,7,Maverick County               ,64,64,7808993,6,12,1872707,0,0,0,0,0,0,64,64,7808993,6,12,1872707,0,0,0,0,0,0
626,201612,48,325,3,7,Medina County                 ,29,29,5761655,0,0,0,0,0,0,0,0,0,29,29,5761655,0,0,0,0,0,0,0,0,0
627,201612,48,329,3,7,Midland County                ,632,632,120356384,0,0,0,11,40,9507960,0,0,0,632,632,120356384,0,0,0,11,40,9507960,0,0,0
628,201612,48,339,3,7,Montgomery County             ,4166,4166,932866911,3,6,90000,4,12,84000,59,1344,115266283,4144,4144,928208599,3,6,90000,4,12,84000,59,1344,115266283
629,201612,48,367,3,7,Parker County                 ,413,413,94314180,0,0,0,0,0,0,2,10,1065866,406,406,92734503,0,0,0,0,0,0,1,5,592170
630,201612,48,375,3,7,Potter County                 ,625,625,156327888,7,14,1750109,0,0,0,0,0,0,625,625,156327888,7,14,1750109,0,0,0,0,0,0
631,201612,48,383,3,7,Reagan County                 ,0,0,0,0,0,0,1,3,155152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,201612,48,385,3,7,Real County                   ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,201612,48,395,3,7,Robertson County              ,82,82,18418629,0,0,0,0,0,0,0,0,0,76,76,17087297,0,0,0,0,0,0,0,0,0
634,201612,48,397,3,7,Rockwall County               ,1126,1126,357357589,0,0,0,0,0,0,0,0,0,986,986,325434323,0,0,0,0,0,0,0,0,0
635,201612,48,407,3,7,San Jacinto County            ,266,266,53628130,0,0,0,0,0,0,0,0,0,265,265,53432962,0,0,0,0,0,0,0,0,0
636,201612,48,411,3,7,San Saba County               ,7,7,742500,0,0,0,0,0,0,0,0,0,4,4,360000,0,0,0,0,0,0,0,0,0
637,201612,48,451,3,7,Tom Green County              ,170,170,38747482,0,0,0,0,0,0,0,0,0,170,170,38747482,0,0,0,0,0,0,0,0,0
638,201612,48,453,3,7,Travis County                 ,7166,7166,1577791417,7,14,3649284,16,64,7572459,212,6258,606897535,6839,6839,1482128362,7,14,3649284,16,64,7572459,211,6253,606230868
639,201612,48,473,3,7,Waller County                 ,14,14,2329270,0,0,0,1,3,450000,23,301,16252073,13,13,2166294,0,0,0,0,0,0,10,224,13931370
640,201612,48,491,3,7,Williamson County             ,3799,3799,1063735055,4,8,1006665,29,108,7901933,39,1501,150953700,3649,3649,1034793775,4,8,1006665,29,108,7901933,39,1501,150953700
641,201612,48,493,3,7,Wilson County                 ,43,43,8365945,0,0,0,0,0,0,2,10,937500,1,1,204195,0,0,0,0,0,0,0,0,0
642,201612,48,497,3,7,Wise County                   ,69,69,13116994,3,6,457705,0,0,0,0,0,0,60,60,11296765,3,6,457705,0,0,0,0,0,0
643,201612,49,11,4,8,Davis County                  ,1362,1362,346436171,4,8,1688514,8,32,4149364,23,379,39144165,1359,1359,345037706,3,6,993619,8,32,4149364,22,373,38217391
644,201612,49,23,4,8,Juab County                   ,69,69,18569849,0,0,0,0,0,0,1,8,776416,65,65,17629455,0,0,0,0,0,0,1,8,776416
645,201612,49,29,4,8,Morgan County                 ,82,82,29970519,0,0,0,0,0,0,3,15,1510215,76,76,28628046,0,0,0,0,0,0,0,0,0
646,201612,49,35,4,8,Salt Lake County              ,3743,3743,948575725,22,44,7230618,32,114,15944217,100,4329,522531085,3080,3080,755566336,20,40,6180088,29,103,14241463,74,4042,491637997
647,201612,49,39,4,8,Sanpete County                ,48,48,5947637,0,0,0,0,0,0,0,0,0,39,39,4700560,0,0,0,0,0,0,0,0,0
648,201612,49,43,4,8,Summit County                 ,217,217,93258677,0,0,0,4,14,2652217,15,113,31866561,129,129,48184708,0,0,0,3,11,1810687,2,40,19394017
649,201612,49,57,4,8,Weber County                  ,754,754,176903499,2,4,524384,33,120,17838507,38,679,59686492,624,624,142150802,2,4,524384,20,78,11684012,34,659,56488080
650,201612,51,3,3,5,Albemarle County              ,521,521,168023811,0,0,0,0,0,0,17,187,19255000,379,379,125513590,0,0,0,0,0,0,13,167,17655000
651,201612,51,7,3,5,Amelia County                 ,44,44,9108390,0,0,0,0,0,0,0,0,0,44,44,9108390,0,0,0,0,0,0,0,0,0
652,201612,51,9,3,5,Amherst County                ,47,47,8700719,0,0,0,0,0,0,0,0,0,47,47,8700719,0,0,0,0,0,0,0,0,0
653,201612,51,13,3,5,Arlington County              ,246,246,94627999,24,48,11650000,0,0,0,9,1583,251199475,207,207,77201562,24,48,11650000,0,0,0,7,1532,246929635
654,201612,51,15,3,5,Augusta County                ,195,195,35152818,3,6,430000,2,8,720000,0,0,0,195,195,35152818,3,6,430000,2,8,720000,0,0,0
655,201612,51,19,3,5,Bedford County                ,283,283,73116505,0,0,0,0,0,0,1,5,900000,283,283,73116505,0,0,0,0,0,0,1,5,900000
656,201612,51,33,3,5,Caroline County               ,110,110,20877955,0,0,0,0,0,0,0,0,0,104,104,19453062,0,0,0,0,0,0,0,0,0
657,201612,51,36,3,5,Charles City County           ,18,18,3283910,0,0,0,0,0,0,0,0,0,17,17,3122500,0,0,0,0,0,0,0,0,0
658,201612,51,37,3,5,Charlotte County              ,9,9,1453850,0,0,0,0,0,0,0,0,0,9,9,1453850,0,0,0,0,0,0,0,0,0
659,201612,51,41,3,5,Chesterfield County           ,1330,1330,299770879,0,0,0,27,103,13621917,15,280,19313851,1330,1330,299770879,0,0,0,27,103,13621917,15,280,19313851
660,201612,51,43,3,5,Clarke County                 ,59,59,22253876,0,0,0,0,0,0,0,0,0,55,55,20875676,0,0,0,0,0,0,0,0,0
661,201612,51,49,3,5,Cumberland County             ,17,17,2625142,0,0,0,0,0,0,0,0,0,17,17,2625142,0,0,0,0,0,0,0,0,0
662,201612,51,51,3,5,Dickenson County              ,3,3,255000,0,0,0,0,0,0,0,0,0,3,3,255000,0,0,0,0,0,0,0,0,0
663,201612,51,53,3,5,Dinwiddie County              ,59,59,6813518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,201612,51,59,3,5,Fairfax County                ,885,885,201109068,0,0,0,0,0,0,4,1277,50000000,885,885,201109068,0,0,0,0,0,0,4,1277,50000000
665,201612,51,61,3,5,Fauquier County               ,295,295,98257316,0,0,0,0,0,0,1,30,7266467,295,295,98257316,0,0,0,0,0,0,1,30,7266467
666,201612,51,69,3,5,Frederick County              ,791,791,151827152,0,0,0,0,0,0,0,0,0,791,791,151827152,0,0,0,0,0,0,0,0,0
667,201612,51,73,3,5,Gloucester County             ,158,158,31914533,1,2,260000,8,25,2072700,0,0,0,158,158,31914533,1,2,260000,8,25,2072700,0,0,0
668,201612,51,75,3,5,Goochland County              ,129,129,33693896,0,0,0,0,0,0,0,0,0,129,129,33693896,0,0,0,0,0,0,0,0,0
669,201612,51,85,3,5,Hanover County                ,584,584,117846581,0,0,0,0,0,0,0,0,0,584,584,117846581,0,0,0,0,0,0,0,0,0
670,201612,51,87,3,5,Henrico County                ,723,723,129437373,0,0,0,0,0,0,45,235,6723025,723,723,129437373,0,0,0,0,0,0,45,235,6723025
671,201612,51,93,3,5,Isle of Wight County          ,158,158,33599888,0,0,0,0,0,0,6,92,3690615,97,97,20893149,0,0,0,0,0,0,0,0,0
672,201612,51,95,3,5,James City County             ,374,374,99462943,0,0,0,15,56,7838400,5,25,2873725,374,374,99462943,0,0,0,15,56,7838400,5,25,2873725
673,201612,51,97,3,5,King and Queen County         ,25,25,4540543,0,0,0,0,0,0,0,0,0,25,25,4540543,0,0,0,0,0,0,0,0,0
674,201612,51,99,3,5,King George County            ,99,99,23753925,0,0,0,0,0,0,0,0,0,99,99,23753925,0,0,0,0,0,0,0,0,0
675,201612,51,107,3,5,Loudoun County                ,2524,2524,535550854,0,0,0,0,0,0,33,774,93504862,2524,2524,535550854,0,0,0,0,0,0,33,774,93504862
676,201612,51,109,3,5,Louisa County                 ,249,249,47206280,0,0,0,0,0,0,0,0,0,249,249,47206280,0,0,0,0,0,0,0,0,0
677,201612,51,115,3,5,Mathews County                ,26,26,5789683,0,0,0,0,0,0,0,0,0,26,26,5789683,0,0,0,0,0,0,0,0,0
678,201612,51,127,3,5,New Kent County               ,221,221,39581779,0,0,0,0,0,0,0,0,0,221,221,39581779,0,0,0,0,0,0,0,0,0
679,201612,51,139,3,5,Page County                   ,57,57,7739612,1,2,140000,0,0,0,0,0,0,57,57,7739612,1,2,140000,0,0,0,0,0,0
680,201612,51,145,3,5,Powhatan County               ,208,208,40073895,1,2,182000,0,0,0,0,0,0,208,208,40073895,1,2,182000,0,0,0,0,0,0
681,201612,51,149,3,5,Prince George County          ,81,81,12272827,0,0,0,0,0,0,0,0,0,81,81,12272827,0,0,0,0,0,0,0,0,0
682,201612,51,153,3,5,Prince William County         ,1214,1214,221002737,0,0,0,0,0,0,28,702,68193042,1214,1214,221002737,0,0,0,0,0,0,28,702,68193042
683,201612,51,165,3,5,Rockingham County             ,493,493,117600670,0,0,0,0,0,0,0,0,0,493,493,117600670,0,0,0,0,0,0,0,0,0
684,201612,51,175,3,5,Southampton County            ,34,34,4509120,0,0,0,0,0,0,0,0,0,13,13,1392565,0,0,0,0,0,0,0,0,0
685,201612,51,177,3,5,Spotsylvania County           ,420,420,109564284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,201612,51,179,3,5,Stafford County               ,1248,1248,231058830,2,4,243600,0,0,0,3,120,14108160,1248,1248,231058830,2,4,243600,0,0,0,3,120,14108160
687,201612,51,181,3,5,Surry County                  ,28,28,4516078,0,0,0,0,0,0,0,0,0,14,14,2372356,0,0,0,0,0,0,0,0,0
688,201612,51,183,3,5,Sussex County                 ,24,24,3719833,0,0,0,0,0,0,0,0,0,24,24,3719833,0,0,0,0,0,0,0,0,0
689,201612,51,187,3,5,Warren County                 ,145,145,32591508,0,0,0,0,0,0,0,0,0,145,145,32591508,0,0,0,0,0,0,0,0,0
690,201612,51,199,3,5,York County                   ,77,77,16932384,1,2,332800,1,3,533466,1,6,800000,77,77,16932384,1,2,332800,1,3,533466,1,6,800000
691,201612,51,510,3,5,Alexandria (Independent City) ,145,145,33410268,0,0,0,0,0,0,4,476,51489545,145,145,33410268,0,0,0,0,0,0,4,476,51489545
692,201612,51,540,3,5,Charlottesville (Independent C,78,78,17514091,4,8,763000,0,0,0,11,111,16411994,17,17,4150000,0,0,0,0,0,0,0,0,0
693,201612,51,550,3,5,Chesapeake(Independent City)  ,977,977,287394286,1,2,217900,0,0,0,1,86,9961754,977,977,287394286,1,2,217900,0,0,0,1,86,9961754
694,201612,51,570,3,5,Colonial Heights (Independent ,4,4,553213,0,0,0,0,0,0,0,0,0,4,4,553213,0,0,0,0,0,0,0,0,0
695,201612,51,580,3,5,Covington (Independent City)  ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
696,201612,51,600,3,5,Fairfax (Independent City)    ,178,178,9821097,0,0,0,0,0,0,4,96,12645421,178,178,9821097,0,0,0,0,0,0,4,96,12645421
697,201612,51,610,3,5,Falls Church (Independent City,20,20,8275000,0,0,0,0,0,0,0,0,0,20,20,8275000,0,0,0,0,0,0,0,0,0
698,201612,51,630,3,5,Fredericksburg(Independent Cit,62,62,14014657,0,0,0,0,0,0,5,128,9004435,62,62,14014657,0,0,0,0,0,0,5,128,9004435
699,201612,51,650,3,5,Hampton (Independent City)    ,149,149,9213684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,201612,51,660,3,5,Harrisonburg (Independent City,126,126,22665897,0,0,0,0,0,0,2,24,2199990,116,116,21072037,0,0,0,0,0,0,2,24,2199990
701,201612,51,670,3,5,Hopewell (Independent City)   ,47,47,4259925,0,0,0,0,0,0,0,0,0,47,47,4259925,0,0,0,0,0,0,0,0,0
702,201612,51,680,3,5,Lynchburg (Independent City)  ,60,60,11069507,0,0,0,0,0,0,3,94,5401425,60,60,11069507,0,0,0,0,0,0,3,94,5401425
703,201612,51,683,3,5,Manassas (Independent City)   ,145,145,20435981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
704,201612,51,685,3,5,Manassas Park (Independent Cit,7,7,1304548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
705,201612,51,700,3,5,Newport News (Independent City,120,120,11194393,0,0,0,0,0,0,3,112,4406947,120,120,11194393,0,0,0,0,0,0,3,112,4406947
706,201612,51,710,3,5,Norfolk (Independent City)    ,378,378,45229586,40,80,3937709,0,0,0,18,587,29541598,378,378,45229586,40,80,3937709,0,0,0,18,587,29541598
707,201612,51,730,3,5,Petersburg (Independent City) ,11,11,1043110,0,0,0,0,0,0,3,66,2725097,11,11,1043110,0,0,0,0,0,0,3,66,2725097
708,201612,51,735,3,5,Poquoson (Independent City)   ,40,40,10300812,0,0,0,1,3,481800,0,0,0,40,40,10300812,0,0,0,1,3,481800,0,0,0
709,201612,51,740,3,5,Portsmouth (Independent City) ,122,122,15004772,1,2,130000,0,0,0,0,0,0,122,122,15004772,1,2,130000,0,0,0,0,0,0
710,201612,51,760,3,5,Richmond (Independent City)   ,238,238,45570156,11,22,2067290,1,4,139207,2,170,17188221,238,238,45570156,11,22,2067290,1,4,139207,2,170,17188221
711,201612,51,800,3,5,Suffolk (Independent City)    ,360,360,81886189,0,0,0,0,0,0,14,466,10900000,360,360,81886189,0,0,0,0,0,0,14,466,10900000
712,201612,51,810,3,5,Virginia Beach (Independent Ci,768,768,163718254,0,0,0,0,0,0,18,815,55780144,768,768,163718254,0,0,0,0,0,0,18,815,55780144
713,201612,51,830,3,5,Williamsburg (Independent City,49,49,7615346,0,0,0,0,0,0,0,0,0,49,49,7615346,0,0,0,0,0,0,0,0,0
714,201612,53,5,4,9,Benton County                 ,948,948,279022494,3,6,1026514,4,16,2030000,7,155,14521728,669,669,188014588,3,6,1026514,4,16,2030000,4,127,12348074
715,201612,53,11,4,9,Clark County                  ,2499,2499,658258061,18,36,2803393,7,25,2356038,48,689,57653355,1837,1837,470156277,18,36,2803393,6,22,1888734,24,348,22147608
716,201612,53,21,4,9,Franklin County               ,425,425,112823435,5,10,931215,0,0,0,0,0,0,62,62,20908101,0,0,0,0,0,0,0,0,0
717,201612,53,31,4,9,Jefferson County              ,234,234,39339092,2,4,604828,0,0,0,0,0,0,234,234,39339092,2,4,604828,0,0,0,0,0,0
718,201612,53,33,4,9,King County                   ,4238,4238,1610634828,188,376,80102355,97,329,63674930,216,12800,1628391509,4041,4041,1530639649,186,372,79257164,97,329,63674930,204,12532,1589499229
719,201612,53,35,4,9,Kitsap County                 ,863,863,257167406,7,14,2516385,4,15,2051649,10,168,13765549,852,852,254554797,7,14,2516385,4,15,2051649,10,168,13765549
720,201612,53,53,4,9,Pierce County                 ,2469,2469,748900038,20,40,7472236,7,26,3964933,71,1330,147018110,2465,2465,747288578,20,40,7472236,7,26,3964933,71,1330,147018110
721,201612,53,55,4,9,San Juan County               ,121,121,26676553,3,6,450000,0,0,0,0,0,0,113,113,24751687,3,6,450000,0,0,0,0,0,0
722,201612,53,59,4,9,Skamania County               ,38,38,7908894,0,0,0,0,0,0,0,0,0,38,38,7908894,0,0,0,0,0,0,0,0,0
723,201612,53,61,4,9,Snohomish County              ,2689,2689,820750958,31,62,13357368,39,139,26101021,52,1018,133217858,2679,2679,818090048,31,62,13357368,39,139,26101021,52,1018,133217858
724,201612,54,11,3,5,Cabell County                 ,47,47,10620975,4,8,524333,3,12,265000,0,0,0,37,37,8852703,2,4,346000,3,12,265000,0,0,0
725,201612,54,15,3,5,Clay County                   ,8,8,302275,0,0,0,0,0,0,0,0,0,3,3,75000,0,0,0,0,0,0,0,0,0
726,201612,54,19,3,5,Fayette County                ,28,28,3684097,0,0,0,0,0,0,0,0,0,14,14,2078198,0,0,0,0,0,0,0,0,0
727,201612,54,37,3,5,Jefferson County              ,159,159,42962140,0,0,0,0,0,0,0,0,0,159,159,42962140,0,0,0,0,0,0,0,0,0
728,201612,54,81,3,5,Raleigh County                ,42,42,7346699,0,0,0,0,0,0,0,0,0,42,42,7346699,0,0,0,0,0,0,0,0,0
729,201612,55,25,2,3,Dane County                   ,1301,1301,401714780,40,80,13957206,24,80,11126131,63,3050,386486553,1154,1154,355987212,26,52,9916395,10,36,5405176,48,2526,329438588
730,201612,55,31,2,3,Douglas County                ,86,86,15917275,2,4,500000,0,0,0,1,24,1500000,86,86,15917275,2,4,500000,0,0,0,1,24,1500000
731,201612,55,37,2,3,Florence County               ,17,17,2043880,0,0,0,0,0,0,0,0,0,17,17,2043880,0,0,0,0,0,0,0,0,0
732,201612,55,49,2,3,Iowa County                   ,49,49,9919532,0,0,0,0,0,0,0,0,0,49,49,9919532,0,0,0,0,0,0,0,0,0
733,201612,55,59,2,3,Kenosha County                ,184,184,56374984,0,0,0,0,0,0,16,302,9500000,170,170,51496670,0,0,0,0,0,0,16,302,9500000
734,201612,55,79,2,3,Milwaukee County              ,144,144,44459104,11,22,3192190,1,4,737895,32,1551,200847069,137,137,42770535,6,12,2086814,1,4,737895,29,1465,188226597
735,201612,55,89,2,3,Ozaukee County                ,215,215,77023476,0,0,0,0,0,0,16,166,23159756,130,130,38049460,0,0,0,0,0,0,13,149,20499996
736,201612,55,93,2,3,Pierce County                 ,135,135,28837901,2,4,456000,0,0,0,0,0,0,135,135,28837901,2,4,456000,0,0,0,0,0,0
737,201612,55,109,2,3,St. Croix County              ,369,369,85585475,19,38,4451735,1,3,510000,3,16,2350000,369,369,85585475,19,38,4451735,1,3,510000,3,16,2350000
738,201612,55,131,2,3,Washington County             ,345,345,97692681,7,14,1695000,2,8,990000,17,214,16647167,277,277,72147464,6,12,1400000,2,8,990000,16,209,16293000
739,201612,56,29,4,8,Park County                   ,125,125,31169092,3,6,414000,1,3,335000,1,6,450000,125,125,31169092,3,6,414000,1,3,335000,1,6,450000
740,201612,56,39,4,8,Teton County                  ,154,154,227131780,8,16,7824278,7,23,893159,2,10,1339440,122,122,214291076,1,2,3500000,0,0,0,1,5,799125
741,201712,1,1,3,6,Autauga County                ,188,188,51711467,0,0,0,0,0,0,0,0,0,188,188,51711467,0,0,0,0,0,0,0,0,0
742,201712,1,7,3,6,Bibb County                   ,10,10,2551290,0,0,0,0,0,0,0,0,0,2,2,490000,0,0,0,0,0,0,0,0,0
743,201712,1,9,3,6,Blount County                 ,18,18,4265412,0,0,0,0,0,0,0,0,0,18,18,4265412,0,0,0,0,0,0,0,0,0
744,201712,1,21,3,6,Chilton County                ,45,45,5923500,0,0,0,0,0,0,0,0,0,45,45,5923500,0,0,0,0,0,0,0,0,0
745,201712,1,73,3,6,Jefferson County              ,1418,1418,378948730,1,2,107950,1,4,875000,8,138,17742225,1344,1344,365035659,1,2,107950,1,4,875000,1,6,650080
746,201712,1,81,3,6,Lee County                    ,977,977,270687138,13,26,2738703,1,4,734668,3,360,94127413,883,883,244275465,11,22,2450203,1,4,734668,3,360,94127413
747,201712,1,83,3,6,Limestone County              ,163,163,29340958,0,0,0,0,0,0,0,0,0,161,161,29134862,0,0,0,0,0,0,0,0,0
748,201712,1,89,3,6,Madison County                ,2415,2415,365052212,1,2,217141,0,0,0,6,380,29062603,2412,2412,364673267,1,2,217141,0,0,0,6,380,29062603
749,201712,1,113,3,6,Russell County                ,143,143,20465101,0,0,0,0,0,0,9,84,10227774,143,143,20465101,0,0,0,0,0,0,9,84,10227774
750,201712,1,115,3,6,St. Clair County              ,164,164,31357412,0,0,0,0,0,0,0,0,0,129,129,24343543,0,0,0,0,0,0,0,0,0
751,201712,1,117,3,6,Shelby County                 ,1056,1056,240819461,0,0,0,0,0,0,12,75,7688150,446,446,90776263,0,0,0,0,0,0,0,0,0
752,201712,1,127,3,6,Walker County                 ,9,9,1870000,0,0,0,0,0,0,0,0,0,9,9,1870000,0,0,0,0,0,0,0,0,0
753,201712,2,13,4,9,Aleutians East Borough        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,201712,2,16,4,9,Aleutians West Census Area    ,6,6,588708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,201712,2,20,4,9,Anchorage Municipality        ,800,800,250599715,0,0,0,14,47,8165231,19,172,27192436,0,0,0,0,0,0,0,0,0,0,0,0
756,201712,2,50,4,9,Bethel Census Area            ,15,15,3522104,0,0,0,0,0,0,0,0,0,15,15,3522104,0,0,0,0,0,0,0,0,0
757,201712,2,60,4,9,Bristol Bay Borough           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,201712,2,70,4,9,Dillingham Census Area        ,3,3,866480,1,2,301442,0,0,0,0,0,0,1,1,291052,1,2,301442,0,0,0,0,0,0
759,201712,2,90,4,9,Fairbanks North Star Borough  ,7,7,1850000,0,0,0,2,8,1100000,0,0,0,7,7,1850000,0,0,0,2,8,1100000,0,0,0
760,201712,2,100,4,9,Haines Borough                ,9,9,2505824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,201712,2,105,4,9,Hoonah-Angoon Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,201712,2,110,4,9,Juneau City and Borough       ,46,46,10469964,5,10,1529677,0,0,0,1,8,2033161,46,46,10469964,5,10,1529677,0,0,0,1,8,2033161
763,201712,2,122,4,9,Kenai Peninsula Borough       ,89,89,18279229,4,8,1170500,1,3,300000,1,6,980000,73,73,14779147,3,6,1060500,1,3,300000,1,6,980000
764,201712,2,130,4,9,Ketchikan Gateway Borough     ,22,22,6386446,4,8,1205768,0,0,0,0,0,0,22,22,6386446,4,8,1205768,0,0,0,0,0,0
765,201712,2,150,4,9,Kodiak Island Borough         ,12,12,3154626,6,12,2292239,1,4,488107,4,20,4139211,12,12,3154626,6,12,2292239,1,4,488107,4,20,4139211
766,201712,2,158,4,9,Kusilvak Census Area          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,201712,2,170,4,9,Matanuska-Susitna Borough     ,52,52,14142994,17,34,4957358,2,8,962608,1,36,3708936,50,50,13774957,17,34,4957358,2,8,962608,1,36,3708936
768,201712,2,180,4,9,Nome Census Area              ,3,3,343435,1,2,172044,0,0,0,0,0,0,1,1,72797,0,0,0,0,0,0,0,0,0
769,201712,2,185,4,9,North Slope Borough           ,6,6,1644206,0,0,0,0,0,0,0,0,0,6,6,1644206,0,0,0,0,0,0,0,0,0
770,201712,2,188,4,9,Northwest Arctic Borough      ,7,7,2920406,0,0,0,0,0,0,0,0,0,5,5,2300000,0,0,0,0,0,0,0,0,0
771,201712,2,195,4,9,Petersburg Borough            ,15,15,3107668,1,2,160000,0,0,0,0,0,0,11,11,1712000,1,2,160000,0,0,0,0,0,0
772,201712,2,198,4,9,Prince of Wales-Hyder Census A,3,3,821600,6,12,2128245,0,0,0,0,0,0,3,3,821600,6,12,2128245,0,0,0,0,0,0
773,201712,2,220,4,9,Sitka City and Borough        ,13,13,3642664,3,6,2172810,1,3,478959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,201712,2,230,4,9,Skagway Municipality          ,4,4,961500,1,2,225000,0,0,0,0,0,0,1,1,263500,1,2,225000,0,0,0,0,0,0
775,201712,2,261,4,9,Valdez-Cordova Census Area    ,23,23,9437980,0,0,0,0,0,0,0,0,0,23,23,9437980,0,0,0,0,0,0,0,0,0
776,201712,2,275,4,9,Wrangell City and Borough     ,3,3,612000,0,0,0,0,0,0,0,0,0,3,3,612000,0,0,0,0,0,0,0,0,0
777,201712,2,282,4,9,Yakutat City and Borough      ,2,2,30000,0,0,0,0,0,0,0,0,0,2,2,30000,0,0,0,0,0,0,0,0,0
778,201712,2,290,4,9,Yukon-Koyukuk Census Area     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
